timing_group,engagement,sentiment_group,Q_value,completion_minutes
fast,low,neutral,4,-478.47492068959394
medium,low,neutral,1,779.269918157147
fast,low,neutral,2,-115.18487666483064
very_slow,low,neutral,4,-507.0316109569141
fast,low,neutral,4,-92.13291675729785
very_slow,low,neutral,2,359.5954217779367
fast,low,neutral,5,-232.35246611162398
very_slow,low,neutral,3,-74.73200180940209
fast,low,neutral,3,573.8230860966106
medium,low,neutral,4,168.9402562951854
fast,low,neutral,1,632.6662262446446
medium,low,neutral,2,577.5889288629473
fast,low,neutral,4,-387.761204260505
medium,low,neutral,4,-345.99954383756705
fast,low,neutral,4,1155.6633712793657
medium,low,neutral,4,655.1605725165361
fast,low,neutral,1,-270.7567305596851
fast,low,neutral,3,-412.41415009606243
fast,low,neutral,3,-349.22751387981697
fast,low,neutral,3,396.9571571255122
fast,low,neutral,4,235.531663112778
medium,low,neutral,2,396.4439710869327
very_slow,low,neutral,2,428.5193356657664
fast,low,neutral,4,189.7713467676304
fast,low,neutral,3,168.12804255121085
fast,low,neutral,2,-719.2106935501921
fast,low,neutral,1,-73.37590353681584
fast,low,neutral,4,126.12814690954674
fast,low,neutral,2,796.7254052752805
fast,low,neutral,4,450.255136417474
fast,low,neutral,4,440.57077066310416
fast,low,neutral,1,616.0719592770664
fast,low,neutral,4,249.80018701014228
fast,low,neutral,4,142.2922324955251
fast,low,neutral,2,648.9771377997215
fast,low,neutral,2,87.33681787362659
fast,low,neutral,1,147.06480498718173
fast,low,neutral,2,485.93703809686264
fast,low,neutral,4,294.4298463694916
fast,low,neutral,3,359.28166664803575
fast,low,neutral,2,760.1072915439009
very_slow,low,neutral,1,228.3343021993142
fast,low,neutral,4,-34.697046247791164
fast,low,neutral,4,465.9884197634761
very_slow,low,neutral,1,255.82615252615915
fast,low,neutral,1,122.71037715489453
fast,low,neutral,5,-255.8373484178819
very_slow,low,neutral,1,-343.6989646891778
fast,low,neutral,1,-210.60013915976282
fast,low,neutral,2,-258.3425766383044
fast,low,neutral,2,489.6822043204571
medium,low,neutral,1,612.8424693153434
fast,low,neutral,5,-662.5006374622026
medium,low,neutral,2,513.1622765678394
fast,low,neutral,5,-267.668625434271
medium,low,neutral,1,-304.1672151510586
very_slow,low,neutral,2,260.70289249828335
medium,low,neutral,1,-269.1249129162577
fast,low,neutral,4,-5.220282581324909
fast,low,neutral,3,77.97512542960173
very_slow,low,neutral,3,-165.63506366991027
medium,low,neutral,5,-177.21882120459742
fast,low,neutral,2,160.34489917380617
fast,low,neutral,2,-83.62622700480945
medium,low,neutral,3,187.360576323727
fast,low,neutral,5,-67.83877775058947
fast,low,neutral,3,375.5204792699358
fast,low,neutral,1,189.16191117674032
fast,low,neutral,2,627.0184773921135
very_slow,low,neutral,3,335.41365628305635
fast,low,neutral,4,228.14447096503653
fast,low,neutral,4,136.26142351800303
fast,low,neutral,1,243.4836866077062
fast,low,neutral,4,-54.05315304212702
fast,low,neutral,5,-339.2703308579169
fast,low,neutral,4,-324.182584478029
fast,low,neutral,2,-230.55285915501725
very_slow,low,neutral,1,-68.57853658464883
medium,low,neutral,4,304.9643153893784
medium,low,neutral,2,-142.58986532046265
fast,low,neutral,3,-10.78648449617424
fast,low,neutral,3,391.2523380158289
medium,low,neutral,2,671.9495929428303
fast,low,neutral,5,331.3206849437717
medium,low,neutral,2,349.16989137703086
fast,low,neutral,2,735.0355345833316
very_slow,low,neutral,3,611.9220570910427
very_slow,low,neutral,3,97.76593715966477
fast,low,neutral,2,488.41738579173784
fast,low,neutral,2,268.90969454986083
fast,low,neutral,5,145.58843405792354
fast,low,neutral,2,-98.83467320281083
fast,low,neutral,1,-275.5406546266314
medium,low,neutral,2,-242.69034479093204
medium,low,neutral,5,72.52851713391243
fast,low,neutral,5,457.7153985222851
medium,low,neutral,1,257.92376765030576
very_slow,low,neutral,5,344.46959626846746
fast,low,neutral,4,427.65944219996277
very_slow,low,neutral,1,163.84802785798283
fast,low,neutral,4,-101.42152783543195
medium,low,neutral,4,583.4695199317274
very_slow,low,neutral,1,479.8178875627372
fast,low,neutral,1,193.2155808947287
medium,low,neutral,3,-210.53603679176484
fast,low,neutral,3,-96.00726230098262
very_slow,low,neutral,1,-17.91618650600445
very_slow,low,neutral,1,14.282870380797533
fast,low,neutral,4,180.28814960793386
fast,low,neutral,2,275.57774278981833
fast,low,neutral,3,158.79856717740088
very_slow,low,neutral,3,218.19584631637605
fast,low,neutral,3,1087.1576795980295
fast,low,neutral,3,73.80645182705098
fast,low,neutral,3,303.37059866453825
medium,low,neutral,5,-79.95906803491776
fast,low,neutral,2,200.4111449488453
fast,low,neutral,1,64.99961970294633
fast,low,neutral,5,423.76157199341884
fast,low,neutral,4,96.87456799958882
fast,low,neutral,1,-167.5475814155442
fast,low,neutral,4,528.9998205679909
fast,low,neutral,4,-132.75588966120347
very_slow,low,neutral,5,680.5007551665266
fast,low,neutral,1,261.2681102282467
fast,low,neutral,3,33.89540360176612
medium,low,neutral,3,371.94128903249594
fast,low,neutral,2,254.82784732931373
fast,low,neutral,4,-37.98268069340959
fast,low,neutral,4,457.3029630655806
fast,low,neutral,2,132.50136993292074
fast,low,neutral,3,635.7820635791437
fast,low,neutral,3,-50.47371066182858
very_slow,low,neutral,5,45.35668393664753
fast,low,neutral,2,-457.665928838296
fast,low,neutral,3,35.82275234787424
fast,low,neutral,4,343.13362237431227
fast,low,neutral,3,560.6097655908136
very_slow,low,neutral,1,130.80882278702651
fast,low,neutral,2,341.37162436256057
fast,low,neutral,2,160.60751753417145
fast,low,neutral,1,147.1989722649283
fast,low,neutral,3,-298.2422056994443
very_slow,low,neutral,5,990.3048904918653
very_slow,low,neutral,5,678.3897180308618
fast,low,neutral,3,365.9553536567416
fast,low,neutral,2,-243.56560280017828
medium,low,neutral,3,-547.1659597531387
medium,low,neutral,3,-657.8131152811204
fast,low,neutral,1,-99.5349697223573
fast,low,neutral,2,-401.90065370324174
fast,low,neutral,1,-27.074170394928714
fast,low,neutral,5,-236.29616375900753
medium,low,neutral,3,332.6865333712389
fast,low,neutral,2,304.70078720264684
fast,low,neutral,4,-264.97148213815905
fast,low,neutral,5,525.4299397629281
fast,low,neutral,2,238.1347511434631
very_slow,low,neutral,5,-34.972399981702765
fast,low,neutral,2,-557.3304365318628
fast,low,neutral,3,-109.37695304693635
fast,low,neutral,5,-326.0533444251542
fast,low,neutral,3,807.4416481262747
fast,low,neutral,1,-90.06582592719165
fast,low,neutral,3,479.653131611237
fast,low,neutral,3,154.55338319910692
very_slow,low,neutral,1,602.4299148089463
fast,low,neutral,1,-333.90004936527197
fast,low,neutral,5,-227.79586313020184
medium,low,neutral,2,-506.28027347580206
medium,low,neutral,3,-3.0445634887195467
fast,low,neutral,2,194.09843886930437
medium,low,neutral,2,-13.797937675721798
fast,low,neutral,1,350.5365640862643
fast,low,neutral,1,277.1252065807417
medium,low,neutral,4,-41.92970585555024
fast,low,neutral,3,304.28670752550187
fast,low,neutral,4,-202.91808483883557
very_slow,low,neutral,4,-35.041826571348864
fast,low,neutral,1,-94.43805898081412
fast,low,neutral,4,209.2227298484533
very_slow,low,neutral,2,157.9361390032771
fast,low,neutral,2,479.64469421928584
very_slow,low,neutral,1,436.999469893156
very_slow,low,neutral,4,337.46262775216746
fast,low,neutral,5,103.80459800340323
fast,low,neutral,4,-105.84241888462851
very_slow,low,neutral,2,318.84490920321883
fast,low,neutral,3,506.7836715633272
medium,low,neutral,4,-188.46822518063755
medium,low,neutral,2,-536.0039105768284
fast,low,neutral,5,239.8572242945747
medium,low,neutral,1,417.62399864540987
fast,low,neutral,4,671.5189146917926
very_slow,low,neutral,4,-327.7672459628244
very_slow,low,neutral,3,386.25070944760273
fast,low,neutral,4,-126.3296177905349
fast,low,neutral,5,5.8348553182214005
fast,low,neutral,2,297.3247109713958
medium,low,neutral,2,-151.41146219006367
fast,low,neutral,4,318.3724757773272
fast,low,neutral,1,130.93230027427242
fast,low,neutral,2,124.49265173427432
medium,low,neutral,1,566.7573232060604
fast,low,neutral,5,725.7970210279948
very_slow,low,neutral,1,-12.317488317014323
fast,low,neutral,1,7.832721742210268
fast,low,neutral,4,963.5317177191548
fast,low,neutral,1,663.158441188987
fast,low,neutral,2,-245.66583609183562
fast,low,neutral,4,-28.4376940630966
very_slow,low,neutral,5,515.1377994560823
fast,low,neutral,1,199.07200170344106
fast,low,neutral,3,1001.9047256373377
fast,low,neutral,3,117.81283315659975
fast,low,neutral,5,541.1688923041488
fast,low,neutral,4,-263.5746616142831
fast,low,neutral,3,532.4768801793625
fast,low,neutral,4,289.250639238937
fast,low,neutral,3,505.07086121725723
fast,low,neutral,4,690.0355131164687
medium,low,neutral,2,161.3617654195009
fast,low,neutral,3,465.9723070382521
fast,low,neutral,4,-314.66137101268384
fast,low,neutral,3,-269.5690109614964
medium,low,neutral,3,-177.27015436119575
fast,low,neutral,4,115.56015506704081
fast,low,neutral,1,562.3039358091496
medium,low,neutral,3,8.243852850453237
fast,low,neutral,2,-12.22525097267689
very_slow,low,neutral,3,-172.74658678932917
medium,low,neutral,4,62.7750207369661
fast,low,neutral,4,782.0801704892916
very_slow,low,neutral,1,-23.477168893156048
fast,low,neutral,2,1029.4904401017923
fast,low,neutral,1,-230.77940613278554
fast,low,neutral,2,349.9789282703001
fast,low,neutral,4,-416.1033410840667
fast,low,neutral,3,-289.82614832318455
fast,low,neutral,3,-165.11892375846907
very_slow,low,neutral,3,391.3089045129978
fast,low,neutral,1,42.96548688259335
fast,low,neutral,5,205.5032539986459
fast,low,neutral,1,-31.78570779560438
fast,low,neutral,2,43.81269441603263
fast,low,neutral,5,423.1174455207768
fast,low,neutral,1,-329.84268092587706
very_slow,low,neutral,3,-337.09578405279825
fast,low,neutral,2,251.97448502050702
medium,low,neutral,3,-6.8602845838215245
fast,low,neutral,1,-22.78329267124802
fast,low,neutral,4,-179.02672223806627
fast,low,neutral,4,209.19790850645416
fast,low,neutral,4,558.1330450959555
fast,low,neutral,3,-406.17816852306856
very_slow,low,neutral,1,51.53770013284019
medium,low,neutral,1,63.7765629145632
fast,low,neutral,5,-133.6948718128923
fast,low,neutral,4,-226.88436857566506
fast,low,neutral,5,-579.203414574209
medium,low,neutral,3,-14.015289918317833
fast,low,neutral,3,-263.45752460755824
fast,low,neutral,2,533.1642778191651
fast,low,neutral,5,-193.42821262875924
fast,low,neutral,5,363.48387873929323
fast,low,neutral,4,28.574289805488462
fast,low,neutral,5,521.0229080591539
very_slow,low,neutral,5,-377.3679505166455
fast,low,neutral,4,-14.37283420704432
fast,low,neutral,3,-228.3406109540869
very_slow,low,neutral,1,207.83675039376214
fast,low,neutral,2,316.0544783774318
medium,low,neutral,3,525.4883774302552
very_slow,low,neutral,2,-156.22873653651573
fast,low,neutral,4,497.4476975936021
medium,low,neutral,4,593.1488948185959
medium,low,neutral,3,22.16833270654969
fast,low,neutral,3,-243.7423520732347
fast,low,neutral,4,410.9828048731119
fast,low,neutral,3,476.4639934333489
fast,low,neutral,3,634.9798527876146
fast,low,neutral,1,552.6163400047319
fast,low,neutral,3,205.94098985173838
fast,low,neutral,4,674.3124081997183
very_slow,low,neutral,4,18.630751147366
fast,low,neutral,2,387.89907092929406
fast,low,neutral,5,230.98251651911977
fast,low,neutral,4,181.26045743492125
fast,low,neutral,2,-393.32449113106446
very_slow,low,neutral,2,1017.939342937183
fast,low,neutral,4,613.5187067383783
